-8948,+4464,-564,+544,-564,+540,-540,+568,-564,+548,-560,+544,-568,+540,-568,+1672,-548,+544,-564,+1676,-516,+1700,-544,+1676,-544,+1672,-548,+1672,-548,+1652,-564,+540,-568,+1676,-544,+544,-568,+1652,-564,+544,-564,+540,-568,+1652,-568,+540,-568,+540,-568,+544,-564,+1656,-564,+544,-564,+1652,-564,+1652,-568,+540,-568,+1652,-568,+1652,-564,+1656,-568,+40540,-8952,+2224,-564,+95088,-8948,+2248,-544
-8952,+4460,-568,+540,-572,+536,-572,+536,-564,+544,-564,+544,-568,+540,-568,+1648,-568,+544,-568,+1652,-564,+1656,-564,+1652,-568,+1652,-564,+1652,-568,+1652,-568,+540,-564,+1660,-564,+544,-564,+1648,-568,+540,-568,+544,-564,+1652,-568,+540,-564,+544,-564,+548,-564,+1652,-568,+540,-568,+1652,-568,+1652,-564,+544,-560,+1656,-564,+1656,-564,+1656,-564,+40540,-8948,+2228,-564,+95076,-8944,+2232,-560,+95080,-8944,+2232,-564
-8924,+4504,-520,+568,-540,+572,-536,+568,-544,+564,-544,+568,-564,+540,-540,+1700,-516,+572,-568,+1676,-520,+1696,-520,+1700,-520,+1696,-520,+1700,-544,+1672,-524,+564,-568,+1676,-540,+548,-536,+1704,-544,+540,-540,+568,-544,+1700,-516,+568,-564,+544,-540,+572,-540,+1700,-540,+548,-560,+1680,-540,+1676,-516,+568,-540,+1700,-520,+1680,-564,+1676,-520,+40568,-8952,+2248,-544,+95132,-8900,+2276,-520,+95120,-8948,+2248,-544,+95104,-8948,+2252,-544
-8952,+4456,-572,+536,-568,+540,-568,+540,-568,+540,-568,+540,-568,+540,-568,+1652,-568,+544,-576,+1640,-568,+1652,-568,+1648,-572,+1648,-572,+1648,-564,+1652,-568,+540,-568,+1656,-568,+540,-568,+1652,-564,+540,-568,+540,-572,+1648,-568,+540,-568,+540,-568,+544,-568,+1648,-572,+536,-572,+1648,-564,+1652,-568,+540,-568,+1652,-568,+1652,-568,+1652,-568,+40544,-8952,+2224,-564,+95096,-8948,+2228,-568,+95096,-8948,+2224,-568
-8952,+4460,-564,+544,-564,+544,-564,+544,-568,+536,-572,+536,-572,+536,-572,+1648,-572,+540,-568,+1652,-564,+1648,-576,+1644,-568,+1652,-568,+1652,-568,+1652,-568,+536,-572,+1652,-568,+536,-572,+1648,-572,+536,-568,+540,-568,+1648,-568,+544,-568,+540,-568,+540,-568,+1652,-572,+536,-568,+1652,-568,+1652,-568,+536,-568,+1652,-540,+1680,-540,+1676,-548,+40560,-8928,+2248,-544,+95108,-8952,+2224,-564
